id,source,category,title,price,rating,review_count,url,img_url,scraped_at,expensive,price_q_5,price_q_25,price_q_50,price_q_75,price_q_95,price_group,price_flag,outlier
24917,microcenter,laptops,"Acer Nitro 14 AN14-41-R74Z 14.5"" Gaming Laptop Computer - Obsidian Black;  AMD Ryzen 7 8845HS 3.8GHz Processor;  NVIDIA GeForce RTX 4060 8GB GDDR6;  16GB LPDDR5X Onboard RAM;  512GB Solid State Drive",899.99,-1.0,-1,https://www.microcenter.com/product/695667/acer-nitro-14-an14-41-r74z-145-gaming-laptop-computer-obsidian-black,https://90a1c75758623581b3f8-5c119c3de181c9857fcb2784776b17ef.ssl.cf2.rackcdn.com/0695667_865766.jpg,2025-06-30 12:39:15.487719,True,True,True,True,True,True,High,normal,True
24918,microcenter,laptops,"Lenovo ThinkPad T16 G3 16"" Laptop Computer - Black;  Intel Core Ultra 7 155U 1.7GHz Processor;  32GB DDR5 RAM;  1TB Solid State Drive;  Intel Graphics",1199.99,-1.0,-1,https://www.microcenter.com/product/695888/lenovo-thinkpad-t16-g3-16-laptop-computer-black,https://90a1c75758623581b3f8-5c119c3de181c9857fcb2784776b17ef.ssl.cf2.rackcdn.com/0695888_871244.jpg,2025-06-30 12:39:15.487719,True,True,True,True,True,True,High,normal,True
24919,microcenter,laptops,"HP EliteBook 845 G10 14"" Laptop Computer;  AMD Ryzen 7 PRO 7840U 3.3GHz Processor;  16GB DDR5-5600 RAM;  512GB Solid State Drive;  AMD Radeon Graphics",699.99,-1.0,-1,https://www.microcenter.com/product/694500/hp-elitebook-845-g10-14-laptop-computer,https://90a1c75758623581b3f8-5c119c3de181c9857fcb2784776b17ef.ssl.cf2.rackcdn.com/0694500_852731.jpg,2025-06-30 12:39:15.487719,True,True,True,True,True,False,High,normal,True
24920,microcenter,laptops,"Dell 16 Plus DB16250 16"" Laptop Computer - Ice Blue;  Intel Core Ultra 7 258V 2.2GHz Processor;  32GB LPDDD5X-8533 Onboard RAM;  1TB Solid State Drive;  Intel Arc 140V Graphics",1449.99,-1.0,-1,https://www.microcenter.com/product/693094/dell-16-plus-db16250-16-laptop-computer-ice-blue,https://90a1c75758623581b3f8-5c119c3de181c9857fcb2784776b17ef.ssl.cf2.rackcdn.com/0693094_834523.jpg,2025-06-30 12:39:15.487719,True,True,True,True,True,True,High,normal,True
24921,microcenter,laptops,"Lenovo IdeaPad 5i 16"" 2-in-1 Laptop Computer - Luna Grey;  Intel Core Ultra 7 255U 2.0GHz Processor;  16GB LPDDR5x-6400 RAM;  1TB Solid State Drive;  Intel Graphics",799.99,-1.0,-1,https://www.microcenter.com/product/691889/lenovo-ideapad-5i-16-2-in-1-laptop-computer-luna-grey,https://90a1c75758623581b3f8-5c119c3de181c9857fcb2784776b17ef.ssl.cf2.rackcdn.com/0691889_824441.jpg,2025-06-30 12:39:15.487719,True,True,True,True,True,True,High,normal,True
24922,microcenter,laptops,Lenovo IdeaPad 5 16AKP10 2-in-1 Laptop Computer - Luna Grey;  AMD Ryzen AI 7 350 2.0GHz Processor;  16GB LPDDR5x-6400 RAM;  1TB Solid State Drive;  AMD Radeon 860M Graphics,699.99,-1.0,-1,https://www.microcenter.com/product/691905/lenovo-ideapad-5-16akp10-2-in-1-laptop-computer-luna-grey,https://90a1c75758623581b3f8-5c119c3de181c9857fcb2784776b17ef.ssl.cf2.rackcdn.com/0691905_823054.jpg,2025-06-30 12:39:15.487719,True,True,True,True,True,False,High,normal,True
24923,microcenter,laptops,"HP Omnibook 7 Aero Next Gen AI 13-bg1002nr 13.3"" Laptop Computer - Glacier Silver;  AMD Ryzen AI 7 350 2.0GHz Processor;  16GB LPDDR5x-7500 Onboard RAM;  1TB Solid State Drive;  AMD Radeon 860M Graphics",849.99,-1.0,-1,https://www.microcenter.com/product/693744/hp-omnibook-7-aero-next-gen-ai-13-bg1002nr-133-laptop-computer-glacier-silver,https://90a1c75758623581b3f8-5c119c3de181c9857fcb2784776b17ef.ssl.cf2.rackcdn.com/0693744_843482.jpg,2025-06-30 12:39:15.487719,True,True,True,True,True,True,High,normal,True
25228,microcenter,gadgets,Kent Displays Boogie Board Dash,19.99,-1.0,-1,https://www.microcenter.com/product/624717/kent-displays-boogie-board-dash,https://90a1c75758623581b3f8-5c119c3de181c9857fcb2784776b17ef.ssl.cf2.rackcdn.com/0624717_129312.jpg,2025-06-30 12:39:15.487719,False,True,True,False,False,False,Mid-Low,very_low,False
24924,microcenter,laptops,"Lenovo ThinkBook 16 G6 IRL 16"" Laptop Computer - Arctic Grey;  Intel Core i7 13th Gen 1355U 1.2GHz Processor;  16GB DDR5-5200 RAM;  1TB Solid State Drive;  Intel UHD Graphics",749.99,-1.0,-1,https://www.microcenter.com/product/690626/lenovo-thinkbook-16-g6-irl-16-laptop-computer-arctic-grey,https://90a1c75758623581b3f8-5c119c3de181c9857fcb2784776b17ef.ssl.cf2.rackcdn.com/0690626_808253.jpg,2025-06-30 12:39:15.487719,True,True,True,True,True,False,High,normal,True
24925,microcenter,laptops,"ASUS V16 V3607VU-DS76 16"" Gaming Laptop Computer - Black;  Intel Core 7 240H 1.8GHz Processor;  NVIDIA GeForce RTX 4050 6GB GDDR6;  16GB DDR5-5600 RAM;  512GB Solid State Drive",899.99,-1.0,-1,https://www.microcenter.com/product/694378/asus-v16-v3607vu-ds76-16-gaming-laptop-computer-black,https://90a1c75758623581b3f8-5c119c3de181c9857fcb2784776b17ef.ssl.cf2.rackcdn.com/0694378_852186.jpg,2025-06-30 12:39:15.487719,True,True,True,True,True,True,High,normal,True
24926,microcenter,laptops,"LG gram Pro 16"" Intel Evo Platform Laptop Computer - Metal Gray;  Intel Core Ultra 7 258V 2.2GHz Processor;  32GB LPDDR5X-8533 RAM;  2TB Solid State Drive;  Intel Arc Graphics",2099.99,-1.0,-1,https://www.microcenter.com/product/691115/lg-gram-pro-16-intel-evo-platform-laptop-computer-metal-gray,https://90a1c75758623581b3f8-5c119c3de181c9857fcb2784776b17ef.ssl.cf2.rackcdn.com/0691115_813394.jpg,2025-06-30 12:39:15.487719,True,True,True,True,True,True,High,normal,True
24927,microcenter,laptops,"ASUS Vivobook 16 (M1607) M1607KA-DS76 Copilot+ PC 16"" Laptop Computer - Quiet Blue;  AMD Ryzen AI 7 350 2.0GHz Processor;  16GB DDR5-5600 Onboard RAM;  1TB Solid State Drive;  AMD Radeon Graphics",799.99,-1.0,-1,https://www.microcenter.com/product/694377/asus-vivobook-16-(m1607)-m1607ka-ds76-copilot-pc-16-laptop-computer-quiet-blue,https://90a1c75758623581b3f8-5c119c3de181c9857fcb2784776b17ef.ssl.cf2.rackcdn.com/0694377_852715.jpg,2025-06-30 12:39:15.487719,True,True,True,True,True,True,High,normal,True
24928,microcenter,laptops,"ASUS V16 V3607VJ-DS76 16"" Gaming Laptop Computer - Matte Black;  Intel Core 7 240H 1.8GHz Processor;  NVIDIA GeForce RTX 3050 6GB GDDR6;  16GB DDR5-5600 RAM;  512GB Solid State Drive",799.99,-1.0,-1,https://www.microcenter.com/product/694551/asus-v16-v3607vj-ds76-16-gaming-laptop-computer-matte-black,https://90a1c75758623581b3f8-5c119c3de181c9857fcb2784776b17ef.ssl.cf2.rackcdn.com/0694551_856880.jpg,2025-06-30 12:39:15.487719,True,True,True,True,True,True,High,normal,True
24929,microcenter,laptops,"Dell 14 Plus DB14250 14"" Laptop Computer - Ice Blue;  Intel Core Ultra 9 288V 3.3GHz Processor;  32GB LPDDR5X-8533 Onboard RAM;  1TB Solid State Drive;  Intel Arc Graphics",1299.99,-1.0,-1,https://www.microcenter.com/product/691838/dell-14-plus-db14250-14-laptop-computer-ice-blue,https://90a1c75758623581b3f8-5c119c3de181c9857fcb2784776b17ef.ssl.cf2.rackcdn.com/0691838_818237.jpg,2025-06-30 12:39:15.487719,True,True,True,True,True,True,High,normal,True
24930,microcenter,laptops,"Dell 14 Plus DB14250 14"" Laptop Computer - Ice Blue;  Intel Core Ultra 7 258V 2.2GHz Processor;  32GB LPDDR5X-8533 Onboard RAM;  1TB Solid State Drive;  Intel Arc Graphics",1099.99,-1.0,-1,https://www.microcenter.com/product/691837/dell-14-plus-db14250-14-laptop-computer-ice-blue,https://90a1c75758623581b3f8-5c119c3de181c9857fcb2784776b17ef.ssl.cf2.rackcdn.com/0691837_818229.jpg,2025-06-30 12:39:15.487719,True,True,True,True,True,True,High,normal,True
24931,microcenter,laptops,"LG gram Pro 17Z90TP-G.ADB7U1 17"" Intel Evo Platform Laptop Computer - Obsidian Black;  Intel Core Ultra 7 255H 1.5GHz Processor;  32GB LPDDR5X-8400 RAM;  2TB Solid State Drive;  Intel Arc Graphics",2399.99,-1.0,-1,https://www.microcenter.com/product/691117/lg-gram-pro-17z90tp-gadb7u1-17-intel-evo-platform-laptop-computer-obsidian-black,https://90a1c75758623581b3f8-5c119c3de181c9857fcb2784776b17ef.ssl.cf2.rackcdn.com/0691117_813402.jpg,2025-06-30 12:39:15.487719,True,True,True,True,True,True,High,normal,True
24932,microcenter,laptops,"HP OmniBook 5 AI 16-af1001nr 16"" Laptop Computer - Glacier Silver Aluminum;  Intel Core Ultra 7 255U 2.0GHz Processor;  16GB LPDDR5x-7467 Onboard RAM;  1TB Solid State Drive;  Intel Graphics",799.99,-1.0,-1,https://www.microcenter.com/product/693837/hp-omnibook-5-ai-16-af1001nr-16-laptop-computer-glacier-silver-aluminum,https://90a1c75758623581b3f8-5c119c3de181c9857fcb2784776b17ef.ssl.cf2.rackcdn.com/0693837_844001.jpg,2025-06-30 12:39:15.487719,True,True,True,True,True,True,High,normal,True
24933,microcenter,laptops,"Dell Pro 13 Premium PA13250 13.3"" Intel Evo Platform Laptop Computer;  Intel Core Ultra 7 268V 2.2GHz Processor;  32GB LPDDR5X-8533 Onboard RAM;  512GB Solid State Drive;  Intel Arc 140V Graphics",2399.99,-1.0,-1,https://www.microcenter.com/product/695662/dell-pro-13-premium-pa13250-133-intel-evo-platform-laptop-computer,https://90a1c75758623581b3f8-5c119c3de181c9857fcb2784776b17ef.ssl.cf2.rackcdn.com/0695662_872440.jpg,2025-06-30 12:39:15.487719,True,True,True,True,True,True,High,normal,True
24934,microcenter,laptops,"Dell Latitude 5400 14"" Laptop Computer (Refurbished);  Intel Core i5 8th Gen 8265U 1.6GHz Processor;  32GB RAM;  1TB Solid State Drive;  Intel UHD Graphics",299.99,-1.0,-1,https://www.microcenter.com/product/692360/dell-latitude-5400-14-laptop-computer-(refurbished),https://90a1c75758623581b3f8-5c119c3de181c9857fcb2784776b17ef.ssl.cf2.rackcdn.com/0692360_828111.jpg,2025-06-30 12:39:15.487719,True,True,True,True,True,False,High,normal,False
24935,microcenter,laptops,"Lenovo IdeaPad Slim 5 Copilot+ PC 16"" Laptop Computer - Cosmic Blue;  AMD Ryzen AI 7 350 2.0GHz Processor;  16GB DDR5-5600 RAM;  1TB Solid State Drive;  AMD Radeon 860M Graphics",899.99,-1.0,-1,https://www.microcenter.com/product/691929/lenovo-ideapad-slim-5-copilot-pc-16-laptop-computer-cosmic-blue,https://90a1c75758623581b3f8-5c119c3de181c9857fcb2784776b17ef.ssl.cf2.rackcdn.com/0691929_823062.jpg,2025-06-30 12:39:15.487719,True,True,True,True,True,True,High,normal,True
24936,microcenter,laptops,"LG gram 17Z90TL-G.AUB5U1 Copilot+ PC 17"" Intel Evo Platform Laptop Computer - Obsidian Black;  Intel Core Ultra 7 256V 2.2GHz Processor;  16GB LPDDR5X-8533 RAM;  2TB Solid State Drive;  Intel Arc Graphics",1999.99,-1.0,-1,https://www.microcenter.com/product/691116/lg-gram-17z90tl-gaub5u1-copilot-pc-17-intel-evo-platform-laptop-computer-obsidian-black,https://90a1c75758623581b3f8-5c119c3de181c9857fcb2784776b17ef.ssl.cf2.rackcdn.com/0691116_813386.jpg,2025-06-30 12:39:15.487719,True,True,True,True,True,True,High,normal,True
24937,microcenter,laptops,"Dell Pro 16 Plus PB16250 Copilot+ PC 16"" Laptop Computer;  Intel Core Ultra 7 266V 2.2GHz Processor;  16GB LPDDR5x-8533 Onboard RAM;  512GB Solid State Drive;  Intel Arc 140V Graphics",1999.99,-1.0,-1,https://www.microcenter.com/product/695659/dell-pro-16-plus-pb16250-copilot-pc-16-laptop-computer,https://90a1c75758623581b3f8-5c119c3de181c9857fcb2784776b17ef.ssl.cf2.rackcdn.com/0695659_871970.jpg,2025-06-30 12:39:15.487719,True,True,True,True,True,True,High,normal,True
24938,microcenter,laptops,"Dell Latitude 7420 14"" Laptop Computer (Refurbished);  Intel Core i7 11th Gen 1185G7 1.2GHz Processor;  32GB LPDDR4x Onboard RAM;  512GB Solid State Drive;  Intel Iris Xe Graphics",459.99,-1.0,-1,https://www.microcenter.com/product/690130/dell-latitude-7420-14-laptop-computer-(refurbished),https://90a1c75758623581b3f8-5c119c3de181c9857fcb2784776b17ef.ssl.cf2.rackcdn.com/0690130_800961.jpg,2025-06-30 12:39:15.487719,True,True,True,True,True,False,High,normal,True
24939,microcenter,laptops,"Lenovo IdeaPad Slim 3i 15.3"" Laptop Computer - Cosmic Blue;  Intel Core 5 210H 1.6GHz Processor;  16GB DDR5-4800 RAM;  512GB Solid State Drive;  Intel Graphics",629.99,-1.0,-1,https://www.microcenter.com/product/691951/lenovo-ideapad-slim-3i-153-laptop-computer-cosmic-blue,https://90a1c75758623581b3f8-5c119c3de181c9857fcb2784776b17ef.ssl.cf2.rackcdn.com/0691951_823070.jpg,2025-06-30 12:39:15.487719,True,True,True,True,True,False,High,normal,True
24940,microcenter,laptops,"Lenovo IdeaPad Slim 5i 16"" Laptop Computer - Cosmic Blue;  Intel Core 7 240H 1.8GHz Processor;  16GB DDR5-5600 RAM;  1TB Solid State Drive;  Intel Graphics",749.99,-1.0,-1,https://www.microcenter.com/product/691926/lenovo-ideapad-slim-5i-16-laptop-computer-cosmic-blue,https://90a1c75758623581b3f8-5c119c3de181c9857fcb2784776b17ef.ssl.cf2.rackcdn.com/0691926_823047.jpg,2025-06-30 12:39:15.487719,True,True,True,True,True,False,High,normal,True
25653,newegg,gadgets,Female to Female Cat6 Keystone RJ45 Couplers 10 Pack White,21.99,,0,https://www.newegg.com/p/2S7-08SH-004E6,https://c1.neweggimages.com/productimage/nb300/B5HES2312140Q44YGC2.jpg,2025-06-30 12:39:15.487719,False,True,True,False,False,False,Mid-Low,very_low,False
24941,microcenter,laptops,"HP 14-dq3500nr 14"" Laptop Computer - Natural Silver;  Intel Celeron N4500 1.1GHz Processor;  4GB DDR4-2933 RAM;  64GB eMMC Storage;  Intel UHD Graphics",209.99,-1.0,-1,https://www.microcenter.com/product/693646/hp-14-dq3500nr-14-laptop-computer-natural-silver,https://90a1c75758623581b3f8-5c119c3de181c9857fcb2784776b17ef.ssl.cf2.rackcdn.com/0693646_841734.jpg,2025-06-30 12:39:15.487719,True,True,True,True,True,False,High,normal,False
24942,microcenter,laptops,"Dell Latitude 5520 15.6"" Laptop Computer (Refurbished);  Intel Core i5 Processor;  16GB RAM;  512GB Solid State Drive;  Intel UHD Graphics",359.99,-1.0,-1,https://www.microcenter.com/product/692227/dell-latitude-5520-156-laptop-computer-(refurbished),https://90a1c75758623581b3f8-5c119c3de181c9857fcb2784776b17ef.ssl.cf2.rackcdn.com/0692227_825315.jpg,2025-06-30 12:39:15.487719,True,True,True,True,True,False,High,normal,True
24943,microcenter,laptops,"HP EliteBook 840 G10 14"" Laptop Computer - Silver;  Intel Core i5 13th Gen 1335U 1.3GHz Processor;  16GB RAM;  512GB Solid State Drive;  Intel Iris Xe Graphics",849.99,-1.0,-1,https://www.microcenter.com/product/687064/hp-elitebook-840-g10-14-laptop-computer-silver,https://90a1c75758623581b3f8-5c119c3de181c9857fcb2784776b17ef.ssl.cf2.rackcdn.com/0687064_767525.jpg,2025-06-30 12:39:15.487719,True,True,True,True,True,True,High,normal,True
24944,microcenter,laptops,"HP EliteBook 840 G7 14"" Laptop Computer (Refurbished);  Intel Core i5 10th Gen 10210U 1.6GHz Processor;  32GB RAM;  1TB Solid State Drive;  Intel UHD Graphics",349.99,-1.0,-1,https://www.microcenter.com/product/692507/hp-elitebook-840-g7-14-laptop-computer-(refurbished),https://90a1c75758623581b3f8-5c119c3de181c9857fcb2784776b17ef.ssl.cf2.rackcdn.com/0692507_828541.jpg,2025-06-30 12:39:15.487719,True,True,True,True,True,False,High,normal,True
24945,microcenter,laptops,"Dell Latitude 5400 14"" Laptop Computer (Refurbished);  Intel Core i5 8th Gen 8365U 1.6GHz Processor;  16GB RAM;  256GB Solid State Drive;  Intel UHD Graphics",279.99,-1.0,-1,https://www.microcenter.com/product/689034/dell-latitude-5400-14-laptop-computer-(refurbished),https://90a1c75758623581b3f8-5c119c3de181c9857fcb2784776b17ef.ssl.cf2.rackcdn.com/0689034_787036.jpg,2025-06-30 12:39:15.487719,True,True,True,True,True,False,High,normal,False
24946,microcenter,laptops,"ASUS Vivobook 14 X1407QA-BS56 Copilot+ PC 14"" Laptop Computer - Cool Silver;  Snapdragon X (8-Core) 2.9GHz Processor;  16GB LPDDR5x-8533 Onboard RAM;  512GB Solid State Drive;  Qualcomm Adreno Graphics",749.99,-1.0,-1,https://www.microcenter.com/product/694375/asus-vivobook-14-x1407qa-bs56-copilot-pc-14-laptop-computer-cool-silver,https://90a1c75758623581b3f8-5c119c3de181c9857fcb2784776b17ef.ssl.cf2.rackcdn.com/0694375_867200.jpg,2025-06-30 12:39:15.487719,True,True,True,True,True,False,High,normal,True
24947,microcenter,laptops,"Dell Latitude 7420 14"" Laptop Computer (Refurbished);  Intel Core i5 11th Gen 1145G7 2.6GHz Processor;  16GB RAM;  256GB Solid State Drive;  Intel Iris Xe Graphics",359.99,-1.0,-1,https://www.microcenter.com/product/696441/dell-latitude-7420-14-laptop-computer-(refurbished),https://90a1c75758623581b3f8-5c119c3de181c9857fcb2784776b17ef.ssl.cf2.rackcdn.com/0696441_874594.jpg,2025-06-30 12:39:15.487719,True,True,True,True,True,False,High,normal,True
24948,microcenter,laptops,"Lenovo ThinkPad T480 14"" Laptop Computer (Refurbished) - Black;  Intel Core i5 8th Gen 8250U 1.6GHz Processor;  16GB RAM;  256GB Solid State Drive;  Intel UHD Graphics 620",299.99,-1.0,-1,https://www.microcenter.com/product/692504/lenovo-thinkpad-t480-14-laptop-computer-(refurbished)-black,https://90a1c75758623581b3f8-5c119c3de181c9857fcb2784776b17ef.ssl.cf2.rackcdn.com/0692504_828517.jpg,2025-06-30 12:39:15.487719,True,True,True,True,True,False,High,normal,False
24949,microcenter,laptops,"Lenovo ThinkPad X1 14"" Laptop Computer (Refurbished);  Intel Core i7 11th Gen 1185G7 1.2GHz Processor;  16GB RAM;  512GB Solid State Drive;  Intel Iris Xe Graphics",549.99,-1.0,-1,https://www.microcenter.com/product/693385/lenovo-thinkpad-x1-14-laptop-computer-(refurbished),https://90a1c75758623581b3f8-5c119c3de181c9857fcb2784776b17ef.ssl.cf2.rackcdn.com/0693385_837260.jpg,2025-06-30 12:39:15.487719,True,True,True,True,True,False,High,normal,True
24950,microcenter,laptops,"HP EliteBook 840 G6 14"" Laptop Computer (Refurbished) - Silver;  Intel Core i5 8th Gen 8365U 1.6GHz Processor;  16GB RAM;  512GB Solid State Drive;  Intel UHD Graphics",299.99,-1.0,-1,https://www.microcenter.com/product/691028/hp-elitebook-840-g6-14-laptop-computer-(refurbished)-silver,https://90a1c75758623581b3f8-5c119c3de181c9857fcb2784776b17ef.ssl.cf2.rackcdn.com/0691028_812107.jpg,2025-06-30 12:39:15.487719,True,True,True,True,True,False,High,normal,False
24951,microcenter,laptops,"HP EliteBook 830 G8 13.3"" Laptop Computer (Refurbished);  Intel Core i7 10th Gen 10510U 1.8GHz Processor;  32GB RAM;  512GB Solid State Drive;  Intel UHD Graphics",449.99,-1.0,-1,https://www.microcenter.com/product/692506/hp-elitebook-830-g8-133-laptop-computer-(refurbished),https://90a1c75758623581b3f8-5c119c3de181c9857fcb2784776b17ef.ssl.cf2.rackcdn.com/0692506_828533.jpg,2025-06-30 12:39:15.487719,True,True,True,True,True,False,High,normal,True
24952,microcenter,laptops,"Lenovo ThinkPad X1 Yoga Gen 6 14"" 2-in-1 Laptop Computer (Factory Refurbished) - Storm Grey;  Intel Core i7 11th Gen 1185G7 3.0GHz Processor;  32GB LPDDR4x-4266 RAM;  512GB Solid State Drive;  Intel Iris Xe Graphics",649.99,-1.0,-1,https://www.microcenter.com/product/693833/lenovo-thinkpad-x1-yoga-gen-6-14-2-in-1-laptop-computer-(factory-refurbished)-storm-grey,https://90a1c75758623581b3f8-5c119c3de181c9857fcb2784776b17ef.ssl.cf2.rackcdn.com/0693833_844019.jpg,2025-06-30 12:39:15.487719,True,True,True,True,True,False,High,normal,True
24953,microcenter,laptops,"Dell Latitude 5420 14"" Laptop Computer (Refurbished);  Intel Core i7 11th Gen 1185G7 3.0GHz Processor;  16GB RAM;  256GB Solid State Drive;  Intel Iris Xe Graphics",359.99,-1.0,-1,https://www.microcenter.com/product/690274/dell-latitude-5420-14-laptop-computer-(refurbished),https://90a1c75758623581b3f8-5c119c3de181c9857fcb2784776b17ef.ssl.cf2.rackcdn.com/0690274_803247.jpg,2025-06-30 12:39:15.487719,True,True,True,True,True,False,High,normal,True
24954,microcenter,laptops,"Dell Latitude 7410 14"" Laptop Computer (Refurbished);  Intel Core i7 10th Gen 10610U 1.8GHz Processor;  16GB RAM;  512GB Solid State Drive;  Intel UHD Graphics",399.99,-1.0,-1,https://www.microcenter.com/product/690131/dell-latitude-7410-14-laptop-computer-(refurbished),https://90a1c75758623581b3f8-5c119c3de181c9857fcb2784776b17ef.ssl.cf2.rackcdn.com/0690131_800979.jpg,2025-06-30 12:39:15.487719,True,True,True,True,True,False,High,normal,True
